,Formatted_Date,Date,Title,Explanation,Link
1143,,September 15,TAM Flight 9755,"TAM Airlines Flight 9755, a Fokker 100 operating a domestic flight in Brazil, suffers an uncontained engine failure near Belo Horizonte; debris shatters three windows causing decompression of the aircraft; one passenger is partially blown out of the cabin and later dies, but the other 87 passengers and crew survive.",https://en.wikipedia.org/wiki/TAM_Flight_9755
1144,,October 4,Siberia Airlines Flight 1812,"Siberia Airlines Flight 1812, a Tupolev Tu-154, is shot down by the Ukrainian military over the Black Sea; all 66 passengers and 12 crew members are killed.",https://en.wikipedia.org/wiki/Siberia_Airlines_Flight_1812
1145,,October 8,Linate Airport disaster,"In the Linate Airport disaster, Scandinavian Airlines System Flight 686, an MD-87, crashes into a Cessna business jet on takeoff from Milan, Italy, then swerves into a baggage handling building and catches fire; all 110 people on board the MD-87 and all four in the Cessna are killed, as well as four people on the ground.",https://en.wikipedia.org/wiki/Linate_Airport_disaster
1146,,October 10,Flightline Flight 101,"Flightline Flight 101, a Fairchild Swearingen Metroliner, crashes into the Mediterranean Sea near the Columbretes Islands after a lightning strike, killing all 10 on board.",https://en.wikipedia.org/wiki/Flightline_Flight_101
1147,,November 12,American Airlines Flight 587,"American Airlines Flight 587, an Airbus A300, crashes into a Queens neighborhood in New York City when the plane's vertical tail fin snaps off just after takeoff due to overuse of the rudder by the first officer during a wake turbulence encounter; all 251 passengers and nine crew members on board are killed as well as five people on the ground.",https://en.wikipedia.org/wiki/American_Airlines_Flight_587
1148,,November 24,Crossair Flight 3597,"Crossair Flight 3597, an Avro RJ100, crashes near Bassersdorf, Switzerland, while attempting to land in Zürich; 24 of the 33 people on board lose their lives.",https://en.wikipedia.org/wiki/Crossair_Flight_3597
1150,,January 16,Garuda Indonesia Flight 421,"Garuda Indonesia Flight 421, a Boeing 737-300, experiences a dual flameout after entering a thunderstorm, and is forced to ditch in the Bengawan Solo River in Indonesia; a flight attendant is killed. All other 59 people on board survive the accident.",https://en.wikipedia.org/wiki/Garuda_Indonesia_Flight_421
1151,,January 28,TAME Flight 120,"TAME Flight 120, a Boeing 727, crashes into a volcano on approach to Tulcán, Ecuador, in low-visibility conditions; all 94 on board are killed.",https://en.wikipedia.org/wiki/TAME_Flight_120
1152,,February 12,Iran Air Tours Flight 956,"Iran Air Tours Flight 956, a Tupolev Tu-154, crashes into the Sefid Kooh mountains during heavy rain, snow, and dense fog, while descending for Khorramabad Airport; all twelve crew members and 107 passengers are killed.",https://en.wikipedia.org/wiki/Iran_Air_Tours_Flight_956
1153,,April 15,Air China Flight 129,"Air China Flight 129, a Boeing 767-200ER, crashes into a hill during a landing attempt at Busan, South Korea, in misty conditions; of the 155 passengers and 11 crew, 37 survive.",https://en.wikipedia.org/wiki/Air_China_Flight_129
1154,,May 4,EAS Airlines Flight 4226,"EAS Airlines Flight 4226, a BAC 1-11 500 series, crashes into the Gwammaja neighborhood at Kano, Nigeria, shortly after takeoff; the ensuing crash results in the deaths of 73 on board and at least 30 civilians on the ground.",https://en.wikipedia.org/wiki/EAS_Airlines_Flight_4226
1155,,May 7,EgyptAir Flight 843,"EgyptAir Flight 843, a Boeing 737-566, crashes near Tunis, Tunisia, while landing in rough weather; of the 62 people on board, 14 die.",https://en.wikipedia.org/wiki/EgyptAir_Flight_843
1156,,May 7,China Northern Airlines Flight 6136,"China Northern Airlines Flight 6136, a McDonnell Douglas MD-82, crashes near Dalian, China, after a passenger sets fire to the cabin with gasoline; all 103 passengers and nine crew are killed.",https://en.wikipedia.org/wiki/China_Northern_Airlines_Flight_6136
1157,,May 25,China Airlines Flight 611,"China Airlines Flight 611, a Boeing 747-200B, disintegrates above the Taiwan Strait in mid-flight due to maintenance error, killing all 225 people on board.",https://en.wikipedia.org/wiki/China_Airlines_Flight_611
1158,,July 1,Überlingen mid-air collision,"In the Überlingen mid-air collision, Bashkirian Airlines Flight 2937, a Tupolev Tu-154 with 60 passengers and nine crew members on board, collides with DHL Flight 611, a Boeing 757 freighter with two pilots on board near Lake Constance, Germany; all people on both planes die.",https://en.wikipedia.org/wiki/%C3%9Cberlingen_mid-air_collision
1162,,July 26,FedEx Express Flight 1478,"FedEx Express Flight 1478, a Boeing 727, crashes during landing at Tallahassee International Airport, Florida; all three crew members survive but the aircraft is written off.",https://en.wikipedia.org/wiki/FedEx_Express_Flight_1478
1163,,July 28,Pulkovo Aviation Enterprise Flight 9560,"Pulkovo Aviation Enterprise Flight 9560, an Ilyushin Il-86 on a re-positioning flight, crashes after takeoff from Sheremetyevo International Airport in Moscow, Russia, killing 14 out of 16 crew members on board.",https://en.wikipedia.org/wiki/Pulkovo_Aviation_Enterprise_Flight_9560
1165,,August 30,Rico Linhas Aéreas Flight 4823,"Rico Linhas Aéreas Flight 4823, an Embraer EMB 120 Brasília, crashes on approach to Rio Branco International Airport, Brazil, in a rainstorm; the aircraft breaks up into three pieces and catches fire; 23 of 31 on board die.",https://en.wikipedia.org/wiki/Rico_Linhas_A%C3%A9reas_Flight_4823
1166,,September 14,Total Linhas Aéreas Flight 5561,"Total Linhas Aéreas Flight 5561, an ATR 42, crashes near Paranapanema, São Paulo, Brazil, due to a pitch trim control system failure, killing both pilots.",https://en.wikipedia.org/wiki/Total_Linhas_A%C3%A9reas_Flight_5561
1167,,October 9,Northwest Airlines Flight 85,"Northwest Airlines Flight 85, a Boeing 747, experiences a rudder hardover; the crew make an emergency landing at Ted Stevens Anchorage International Airport and all 404 people on board are unharmed.",https://en.wikipedia.org/wiki/Northwest_Airlines_Flight_85
1168,,November 6,Luxair Flight 9642,"Luxair Flight 9642, a Fokker F50, crashes short of the runway on approach to Luxembourg Findel Airport in foggy weather conditions; of the 19 passengers and three crew on board, only two survive.",https://en.wikipedia.org/wiki/Luxair_Flight_9642
1169,,November 11,Laoag International Airlines Flight 585,"Laoag International Airlines Flight 585, a Fokker F-27 Friendship, crashes into Manila Bay shortly after takeoff from Ninoy Aquino International Airport; of the 34 people on board, 19 are killed.",https://en.wikipedia.org/wiki/Laoag_International_Airlines_Flight_585
1170,,December 21,TransAsia Airways Flight 791,"TransAsia Airways Flight 791, an ATR 72-200 operating a cargo flight from Taipei to Macau, crashes into the sea near Penghu, Taiwan, killing both pilots.",https://en.wikipedia.org/wiki/TransAsia_Airways_Flight_791
1171,,December 23,Aeromist-Kharkiv Flight 2137,"Aeromist-Kharkiv Flight 2137, an Antonov An-140, crashes near Ardestan in Iran whilst descending into Isfahan International Airport, claiming the lives of all 44 on board; the accident is found to have been caused by insufficient crew training.",https://en.wikipedia.org/wiki/Aeromist-Kharkiv_Flight_2137
1173,,January 8,Turkish Airlines Flight 634,"Turkish Airlines Flight 634, an Avro RJ100, crashes during its final approach to land at Diyarbakır Airport, Turkey, in extensive fog; 5 crew and 70 passengers are killed, while 5 passengers survive with serious injuries.",https://en.wikipedia.org/wiki/Turkish_Airlines_Flight_634
1174,,January 9,TANS Perú Flight 222,"TANS Perú Flight 222, a Fokker F28, crashes while on approach to Chachapoyas Airport; all 46 on board die.",https://en.wikipedia.org/wiki/TANS_Per%C3%BA_Flight_222
1175,,March 6,Air Algérie Flight 6289,"Air Algérie Flight 6289, a Boeing 737-200, veers off the runway on takeoff in Tamanrasset, Algeria; 96 of the 97 passengers and all six crew members die.",https://en.wikipedia.org/wiki/Air_Alg%C3%A9rie_Flight_6289
1178,,May 26,UM Airlines Flight 4230,"UM Airlines Flight 4230, a Yakovlev Yak-42 crashes into the side of a mountain near the town of Maçka, Turkey. All 75 people are killed.",https://en.wikipedia.org/wiki/UM_Airlines_Flight_4230
1179,,May 29,Qantas Flight 1737,"A man attempts to hijack Qantas Flight 1737, a Boeing 717, in Melbourne, Australia, intending to crash the plane in Tasmania. He is overpowered by the flight crew and passengers, but injures three people.",https://en.wikipedia.org/wiki/Qantas_Flight_1737
1180,,June 22,Air France Flight 5672,"Air France Flight 5672, a Bombardier CRJ100ER operating a domestic flight from Nantes to Brest in France, crashes on approach to Brest-Guipavas Airport due to pilot error, killing one of the 24 people on board.",https://en.wikipedia.org/wiki/Air_France_Flight_5672
1181,,July 8,Sudan Airways Flight 139,"Sudan Airways Flight 139, a Boeing 737-200, crashes shortly after taking off from Port Sudan, Sudan. 116 of the 117 people on board the plane die; a two-year-old boy is the sole survivor.",https://en.wikipedia.org/wiki/Sudan_Airways_Flight_139
1182,,August 24,Tropical Airways Flight 1301,"Tropical Airways Flight 1301, a Let L-410 Turbolet operating a domestic flight in Haiti, crashes into a field shortly after taking off from Cap-Haïtien International Airport, due to a cargo door failure; all 21 people on board are killed.",https://en.wikipedia.org/wiki/Tropical_Airways_Flight_1301
1183,,August 26,Colgan Air Flight 9446,"Colgan Air Flight 9446, a Beech 1900D crashes into the sea just after taking off from Barnstable Municipal Airport, Massachusetts. Both pilots are killed.",https://en.wikipedia.org/wiki/Colgan_Air_Flight_9446
1185,,December 18,FedEx Express Flight 647,"FedEx Express Flight 647, a McDonnell Douglas MD-10-10, veers off the runway upon landing after a landing gear collapse and catches fire at Memphis International Airport; two crew members and five passengers escape with only minor injuries.",https://en.wikipedia.org/wiki/FedEx_Express_Flight_647
1186,,December 25,UTA Flight 141,"UTA Flight 141, a Boeing 727, runs off the end of the runway upon takeoff at Cotonou, Benin, and crashes onto the beach on the Bight of Benin, killing 138 of the 160 occupants and three people on the ground.",https://en.wikipedia.org/wiki/UTA_Flight_141
1187,,January 3,Flash Airlines Flight 604,"Flash Airlines Flight 604, a Boeing 737-300, crashes into the Red Sea, killing all 135 passengers and 13 crew members in the worst ever accident involving the 737-300.",https://en.wikipedia.org/wiki/Flash_Airlines_Flight_604
1188,,January 13,Uzbekistan Airways Flight 1154,"Uzbekistan Airways Flight 1154, a Yakovlev Yak-40 collides with a radar station on approach into Tashkent International Airport, Uzbekistan in poor weather. All 37 passengers and crew are killed.",https://en.wikipedia.org/wiki/Uzbekistan_Airways_Flight_1154
1189,,February 10,Kish Air Flight 7170,"Kish Air Flight 7170, a Fokker 50, crashes at Sharjah International Airport, killing 43 people. Three survive with serious injuries.",https://en.wikipedia.org/wiki/Kish_Air_Flight_7170
1190,,May 14,Rico Linhas Aéreas Flight 4815,"Rico Linhas Aéreas Flight 4815, an Embraer 120ER, crashes while on approach to Eduardo Gomes International Airport, killing all 33 passengers and crew on board; the cause is never determined.",https://en.wikipedia.org/wiki/Rico_Linhas_A%C3%A9reas_Flight_4815
1191,,June 8,Gabon Express Flight 221,"Gabon Express Flight 221, a Hawker Siddeley HS 748 crashes into the sea after attempting an emergency landing at Libreville International Airport, Gabon after an engine failure. 19 of the 30 passengers and crew are killed.",https://en.wikipedia.org/wiki/Gabon_Express_Flight_221
1192,,August 13,Air Tahoma Flight 185,"Air Tahoma Flight 185, a Convair 580, crashes near Covington, Kentucky, while descending to land, killing the first officer.",https://en.wikipedia.org/wiki/Air_Tahoma_Flight_185
1194,,August 24,No title,"Siberia Airlines Flight 1047, a Tupolev Tu-154, explodes in mid-air while flying over Rostov Oblast, Russia, killing all 38 passengers and eight crew members on board.",No link
1195,,August 24,No title,"Volga-AviaExpress Flight 1303, a Tupolev Tu-134, explodes in mid-air while flying over Tula Oblast, Russia, killing all 34 passengers and nine crew members on board.",No link
1196,,October 14,MK Airlines Flight 1602,"MK Airlines Flight 1602, a Boeing 747-200F, crashes on takeoff from Halifax Stanfield International Airport, killing all seven on board.",https://en.wikipedia.org/wiki/MK_Airlines_Flight_1602
1197,,October 14,Pinnacle Airlines Flight 3701,"Pinnacle Airlines Flight 3701, a CRJ-200 on a repositioning flight with no passengers, crashes near Jefferson City, Missouri, killing both pilots.",https://en.wikipedia.org/wiki/Pinnacle_Airlines_Flight_3701
1198,,October 19,Corporate Airlines Flight 5966,"Corporate Airlines Flight 5966, a British Aerospace Jetstream, crashes near Kirksville, Missouri, United States; 13 of the 15 people on board die.",https://en.wikipedia.org/wiki/Corporate_Airlines_Flight_5966
1199,,November 21,China Eastern Airlines Flight 5210,"China Eastern Airlines Flight 5210, a Bombardier CRJ200, stalls and crashes near Baotou, China, shortly after takeoff because of frost contamination; all 53 on board and two people on the ground are killed.",https://en.wikipedia.org/wiki/China_Eastern_Airlines_Flight_5210
1200,,November 30,Lion Air Flight 583,"Lion Air Flight 583, a McDonnell Douglas MD-82, crash-lands in Solo City, Indonesia, killing 25 of the 154 people on board.",https://en.wikipedia.org/wiki/Lion_Air_Flight_583
1201,,February 3,Kam Air Flight 904,"Kam Air Flight 904, a Boeing 737-200, crashes due to a snowstorm in the Pamir Mountains of Afghanistan. All 96 passengers and eight crew members die.",https://en.wikipedia.org/wiki/Kam_Air_Flight_904
1202,,February 20,British Airways Flight 268,"British Airways Flight 268, a Boeing 747-400, taking off from Los Angeles to London suffers fire in engine 2. The plane flies on three engines to Manchester, where it performs an emergency landing. None of the 369 people on board are harmed.",https://en.wikipedia.org/wiki/British_Airways_Flight_268
1203,,March 6,Air Transat Flight 961,"Air Transat Flight 961, an Airbus A310, suffers rudder failure after takeoff from Varadero, Cuba; the aircraft returns to Cuba with no casualties.",https://en.wikipedia.org/wiki/Air_Transat_Flight_961
1204,,March 16,Regional Airlines Flight 9288,"Regional Airlines Flight 9288, an Antonov An-24RV, stalls and crashes into a small hill near Varandey Airport, Russia, due to a possible instrument failure, killing 28 of 52 on board.",https://en.wikipedia.org/wiki/Regional_Airlines_Flight_9288
1205,,March 25,West Caribbean Airways Flight 9955,"West Caribbean Airways Flight 9955, a Let L-410 Turbolet operating a domestic flight in Colombia, South America, stalls due to engine failure and crashes into a forest shortly after departing from El Embrujo Airport on Providencia Island, killing nine of the 14 people on board.",https://en.wikipedia.org/wiki/West_Caribbean_Airways_Flight_9955
1206,,May 3,Airwork Flight 23,"Airwork Flight 23, a Fairchild SA227-AC Metro III operating a cargo flight between the north and south islands of New Zealand, breaks up in mid-air and crashes in Stratford, North Island, due to pilot error, killing the two crew members on board.",https://en.wikipedia.org/wiki/Airwork_Flight_23
1207,,May 7,Lockhart River air disaster,"In the Lockhart River air disaster, an Aero-Tropics Air Services Fairchild Swearingen Metroliner operating on behalf of Transair strikes terrain on approach into Lockhart River Airport, Australia. All 15 passengers and crew are killed.",https://en.wikipedia.org/wiki/Lockhart_River_air_disaster
1210,,August 2,Air France Flight 358,"Air France Flight 358, an Airbus A340-300, skids off a runway at Toronto Pearson International Airport, Ontario, while landing and catches fire; all 309 on board escape without fatalities, 43 people are injured, the aircraft is completely destroyed by the fire.",https://en.wikipedia.org/wiki/Air_France_Flight_358
1211,,August 6,Tuninter Flight 1153,"Tuninter Flight 1153, an ATR 72, ditches into the Mediterranean Sea near Palermo, Sicily, with 35 passengers and four crew members on board; 14 passengers and two crew members die.",https://en.wikipedia.org/wiki/Tuninter_Flight_1153
1212,,August 10,Copterline Flight 103,"Copterline Flight 103, a Sikorsky S-76 helicopter crashes off Tallinn, Estonia, killing all 14 on board.",https://en.wikipedia.org/wiki/Copterline_Flight_103
1213,,August 14,Helios Airways Flight 522,"Helios Airways Flight 522, a Boeing 737-300, crashes near Kalamos, Greece, with 115 passengers and six crew members on board; there are no survivors.",https://en.wikipedia.org/wiki/Helios_Airways_Flight_522
1214,,August 16,West Caribbean Airways Flight 708,"West Caribbean Airways Flight 708, a McDonnell Douglas MD-80, crashes in western Venezuela. All on board, 152 passengers and eight crew members, die.",https://en.wikipedia.org/wiki/West_Caribbean_Airways_Flight_708
1215,,August 23,TANS Perú Flight 204,"TANS Perú Flight 204, a Boeing 737-200, crashes on approach to Captain Rolden International Airport, Pucallpa, Peru. Thirty-five of the 91 passengers on board, as well as five of the seven crew members, die.",https://en.wikipedia.org/wiki/TANS_Per%C3%BA_Flight_204
1216,,September 5,Mandala Airlines Flight 091,"Mandala Airlines Flight 091, a Boeing 737-200, crashes in Medan, Indonesia, killing 103 of the 111 passengers and all five crew members on board the aircraft and an additional 47 people on the ground.",https://en.wikipedia.org/wiki/Mandala_Airlines_Flight_091
1217,,September 21,JetBlue Flight 292,"JetBlue Flight 292, an Airbus A320, makes an emergency landing at Los Angeles International Airport because of landing gear steering failure. There are no injuries to the 139 passengers and six crew members.",https://en.wikipedia.org/wiki/JetBlue_Flight_292
1218,,October 22,Bellview Airlines Flight 210,"Bellview Airlines Flight 210, a Boeing 737-200, crashes shortly after takeoff from Murtala Muhammed International Airport in Lagos, Nigeria, killing all 117 people on board.",https://en.wikipedia.org/wiki/Bellview_Airlines_Flight_210
1219,,December 8,Southwest Airlines Flight 1248,"Southwest Airlines Flight 1248, a Boeing 737-700, slides off the runway during landing at Chicago Midway International Airport in Chicago in heavy snow. None of the people on board are injured, but the plane hits two automobiles on the ground, killing a passenger.",https://en.wikipedia.org/wiki/Southwest_Airlines_Flight_1248
1220,,December 10,Sosoliso Airlines Flight 1145,"Sosoliso Airlines Flight 1145, a McDonnell Douglas DC-9 with 110 people on board, crashes during landing in Port Harcourt, Nigeria. Of the 110 people on board; only two survive.",https://en.wikipedia.org/wiki/Sosoliso_Airlines_Flight_1145
1221,,December 19,Chalk's Ocean Airways Flight 101,"Chalk's Ocean Airways Flight 101, a Grumman Mallard, crashes off the coast of Miami Beach, Florida, killing all 20 on board.",https://en.wikipedia.org/wiki/Chalk%27s_Ocean_Airways_Flight_101
1222,,December 23,Azerbaijan Airlines Flight 217,"Azerbaijan Airlines Flight 217, an Antonov An-140, crashes shortly after takeoff from Baku Airport due to instrument failure, killing all 23 on board.",https://en.wikipedia.org/wiki/Azerbaijan_Airlines_Flight_217
1223,,March 31,TEAM Linhas Aéreas Flight 6865,"TEAM Linhas Aéreas Flight 6865, a Let L-410 Turbolet crashes whilst conducting a VFR approach to Macaé Airport, Brazil. All 19 passengers and crew are killed.",https://en.wikipedia.org/wiki/TEAM_Linhas_A%C3%A9reas_Flight_6865
1224,,May 3,Armavia Flight 967,"Armavia Flight 967, an Airbus A320, crashes into the Black Sea near the Russian city of Sochi, killing all 113 on board.",https://en.wikipedia.org/wiki/Armavia_Flight_967
1226,,July 9,S7 Airlines Flight 778,"S7 Airlines Flight 778, an Airbus A310, crashes into a concrete barricade at Irkutsk International Airport, Russia, upon landing and catches fire. Of the 203 people on board, 125 are killed.",https://en.wikipedia.org/wiki/S7_Airlines_Flight_778
1227,,July 10,PIA Flight 688,"Pakistan International Airlines Flight 688, a Fokker F27, crashes into a wheat field near Multan, Pakistan, ten minutes after taking off, killing all 41 passengers and four crew members on board.",https://en.wikipedia.org/wiki/PIA_Flight_688
1229,,July 28,FedEx Express Flight 630,"FedEx Flight 630, a McDonnell Douglas MD-10, crashes on landing at Memphis International Airport, Tennessee, after the left main landing gear collapses shortly after touchdown, all three crew members are seriously injured.",https://en.wikipedia.org/wiki/FedEx_Express_Flight_630
1230,,August 13,Air Algérie Flight 2208,"Air Algérie Flight 2208, a Lockheed L‑100 Hercules in Northern Italy crashes as a result of an autopilot malfunction. All three on board are killed.",https://en.wikipedia.org/wiki/Air_Alg%C3%A9rie_Flight_2208
1231,,August 22,Pulkovo Aviation Enterprise Flight 612,"Pulkovo Aviation Enterprise Flight 612, a Tupolev Tu-154, crashes near Donetsk, Ukraine, killing all 170 people on board.The cockpit section of Comair Flight 5191",https://en.wikipedia.org/wiki/Pulkovo_Aviation_Enterprise_Flight_612
1232,,August 27,Comair Flight 5191,"Comair Flight 5191, a Bombardier Canadair CRJ-100, crashes on takeoff at Blue Grass Airport, Kentucky, due to runway confusion; of the 50 passengers and crew on board, the only survivor is the first officer.",https://en.wikipedia.org/wiki/Comair_Flight_5191
1233,,September 1,Iran Airtour Flight 945,"Iran Airtour Flight 945, a Tupolev Tu-154, crashes while attempting to land in Mashad, Iran, killing 28 of 154 on board.",https://en.wikipedia.org/wiki/Iran_Airtour_Flight_945
1234,,September 15,EasyJet Flight 6074,"EasyJet Flight 6074, an Airbus A319, en route from Alicante to Bristol, suffers an in-flight electric failure that causes loss of communication and most of the digital display of the instruments. The aircraft nearly collided with American Airlines Flight 63, a Boeing 777. All 144 on board the A319 survived without injury.",https://en.wikipedia.org/wiki/EasyJet_Flight_6074
1237,,October 3,Turkish Airlines Flight 1476,"Turkish Airlines Flight 1476, a Boeing 737, is hijacked in Greek airspace. The plane landed at Brindisi Airport, Italy, where the hijacker was arrested. All 113 people on board survive.",https://en.wikipedia.org/wiki/Turkish_Airlines_Flight_1476
1238,,October 10,Atlantic Airways Flight 670,"Atlantic Airways Flight 670, a BAe 146, slides off the runway at Stord Airport, Norway, due to hydroplaning and brake failure, killing four of the 16 people on board.",https://en.wikipedia.org/wiki/Atlantic_Airways_Flight_670
1239,,October 28,Continental Airlines Flight 1883,"Continental Airlines Flight 1883, a Boeing 757, accidentally lands on a taxiway at Newark Liberty International Airport, New Jersey, none of the 154 people on board are injured.",https://en.wikipedia.org/wiki/Continental_Airlines_Flight_1883
1240,,October 29,ADC Airlines Flight 053,"ADC Airlines Flight 053, a Boeing 737-200, crashes near Abuja, Nigeria, after encountering wind shear, killing 96 of the 105 people on board.",https://en.wikipedia.org/wiki/ADC_Airlines_Flight_053
1241,,January 1,Adam Air Flight 574,"Adam Air Flight 574, a Boeing 737-400 with 102 people on board, crashes into the ocean off the island of Sulawesi in Indonesia, killing all on board in the worst ever crash involving the 737-400.",https://en.wikipedia.org/wiki/Adam_Air_Flight_574
1243,,January 24,Air West Flight 612,"Air West Flight 612, a Boeing 737, is hijacked shortly after takeoff. The plane landed safely at N'Djamena International Airport, where the hijacker surrendered. All 103 people on board survive.",https://en.wikipedia.org/wiki/Air_West_Flight_612
1244,,February 21,Adam Air Flight 172,"Adam Air Flight 172, a Boeing 737-300, suffers structural damage while landing near Surabaya, Indonesia; none of the 149 people on board are seriously injured.",https://en.wikipedia.org/wiki/Adam_Air_Flight_172
1245,,March 7,Garuda Indonesia Flight 200,"Garuda Indonesia Flight 200, a Boeing 737-400, overshoots the runway and crashes while landing at Yogyakarta, Indonesia, killing 21 of the 140 people on board.",https://en.wikipedia.org/wiki/Garuda_Indonesia_Flight_200
1246,,March 17,UTair Flight 471,"UTair Flight 471, a Tupolev Tu-134, suffers severe structural damage while landing in Samara, Russia, killing six of the 63 people on board.",https://en.wikipedia.org/wiki/UTair_Flight_471
1248,,May 5,Kenya Airways Flight 507,"Kenya Airways Flight 507, a Boeing 737-800 with 114 people on board, crashes near Douala, Cameroon, killing all on board.",https://en.wikipedia.org/wiki/Kenya_Airways_Flight_507
1251,,June 25,PMTair Flight 241,"PMTair Flight 241, an Antonov An-24, crashes in southwestern Cambodia, killing all 22 on board.",https://en.wikipedia.org/wiki/PMTair_Flight_241
1252,,July 17,TAM Airlines Flight 3054,"TAM Airlines Flight 3054, an Airbus A320, crashes at Congonhas-São Paulo Airport, Brazil, killing all 187 people on board and 12 on the ground.",https://en.wikipedia.org/wiki/TAM_Airlines_Flight_3054
1253,,August 9,Air Moorea Flight 1121,"Air Moorea Flight 1121, a de Havilland Canada DHC-6, crashes into the lagoon of the island of Moorea in French Polynesia just 11 seconds after takeoff, killing all 20 on board.",https://en.wikipedia.org/wiki/Air_Moorea_Flight_1121
1254,,August 20,China Airlines Flight 120,"China Airlines Flight 120, a Boeing 737-800, bursts into flames after landing at Naha, Japan; none of the 165 passengers on board are seriously injured.",https://en.wikipedia.org/wiki/China_Airlines_Flight_120
1255,,"Scandinavian Airlines System Dash 8 landing gear incidents:
September 9",Dash 8 landing gear incidents,"Scandinavian Airlines System Flight 1209, a de Havilland Canada Dash 8, experiences a landing gear failure in Aalborg, Denmark; none of the 73 people on board is seriously injured, but three days later, after a similar incident, the airline grounds the aircraft type.
September 12",https://en.wikipedia.org/wiki/Dash_8_landing_gear_incidents
1256,,September 9,No title,"Scandinavian Airlines System Flight 1209, a de Havilland Canada Dash 8, experiences a landing gear failure in Aalborg, Denmark; none of the 73 people on board is seriously injured, but three days later, after a similar incident, the airline grounds the aircraft type.",No link
1257,,September 12,No title,"Scandinavian Airlines System Flight 2748, a de Havilland Canada Dash 8, experiences a landing gear failure in Vilnius, Lithuania; none of the 52 people on board is injured, but because of a similar incident three days earlier, all their Dash 8s are grounded.",No link
1258,,October 27,No title,"Scandinavian Airlines System Flight 2867, a de Havilland Canada Dash 8, experiences a landing gear failure in Copenhagen, Denmark; none of the 44 people on board are injured, but because of similar incidents in September, the airline ""permanently"" removes its Dash 8s from service; the cause is eventually ascribed to maintenance error.",No link
1259,,September 16,One-Two-GO Airlines Flight 269,"One-Two-GO Airlines Flight 269, a McDonnell Douglas MD-82 carrying 130 people, crashes and bursts into flames after attempting to land in Phuket, Thailand, during poor weather conditions, killing 90 people.",https://en.wikipedia.org/wiki/One-Two-GO_Airlines_Flight_269
1261,,November 30,Atlasjet Flight 4203,"Atlasjet Flight 4203, a McDonnell Douglas MD-83, crashes into a mountain near Isparta, Turkey, killing all 57 on board.",https://en.wikipedia.org/wiki/Atlasjet_Flight_4203
1262,,December 30,TAROM Flight 3107,"TAROM Flight 3107, a Boeing 737-300, is written-off after hitting a maintenance car on the runway and veering off the runway during takeoff run at Henri Coandă International Airport, Otopeni, Romania; none of the 123 passengers and crew on board are injured",https://en.wikipedia.org/wiki/TAROM_Flight_3107
1264,,January 17,British Airways Flight 38,"British Airways Flight 38, a Boeing 777-200ER, lands short of the runway at London Heathrow Airport due to a fuel system problem; all 152 on board survive. This is the first loss of a Boeing 777-200ER, and the first loss of any 777 due to an operational incident.",https://en.wikipedia.org/wiki/British_Airways_Flight_38
1265,,February 8,Eagle Airways Flight 2279,"Eagle Airways Flight 2279, a BAe Jetstream 32, is hijacked 10 minutes after taking off from Blenheim, New Zealand by a passenger who attacks both pilots. The hijacker is eventually restrained by the co-pilot and the flight lands safely at Christchurch. All nine on board survive the incident.",https://en.wikipedia.org/wiki/Eagle_Airways_Flight_2279
1266,,February 14,Belavia Flight 1834,"Belavia Flight 1834, a Bombardier CRJ100, hits its left wing on the runway while taking off from Yerevan, Armenia. All 21 on board escape the aircraft before it erupts into flames.",https://en.wikipedia.org/wiki/Belavia_Flight_1834
1267,,February 21,Santa Bárbara Airlines Flight 518,"Santa Bárbara Airlines Flight 518, an ATR 42-300, crashes shortly after taking off from Mérida, Venezuela, killing all 46 on board.",https://en.wikipedia.org/wiki/Santa_B%C3%A1rbara_Airlines_Flight_518
1269,,April 11,Kata Air Transport Flight 007,"Kata Air Transport Flight 007, a Sudanese airline Antonov An-32 crashes when returning shortly after taking off from Chişinău International Airport, Moldova, for Turkey. All eight on board are killed.",https://en.wikipedia.org/wiki/Kata_Air_Transport_Flight_007
1270,,April 15,Hewa Bora Airways Flight 122,"Hewa Bora Airways Flight 122, a McDonnell Douglas DC-9, crashes into a market near Goma, Democratic Republic of the Congo, killing 40 people, including three passengers.",https://en.wikipedia.org/wiki/Hewa_Bora_Airways_Flight_122
1271,,May 25,Kalitta Air Flight 207,"Kalitta Air Flight 207, a Boeing 747-200, overruns the runway at Brussels, Belgium. No one is injured but the aircraft is written off.",https://en.wikipedia.org/wiki/Kalitta_Air_Flight_207
1272,,May 26,Moskovia Airlines Flight 9675,"Moskovia Airlines Flight 9675, a Moskovia Airlines Antonov An-12 crashes shortly after takeoff from Chelyabinsk Airport, Russia due to an onboard fire. All nine crew members are killed.",https://en.wikipedia.org/wiki/Moskovia_Airlines_Flight_9675
1273,,May 30,TACA Flight 390,"TACA Flight 390, an Airbus A320, overruns the runway at Toncontín International Airport in Tegucigalpa, Honduras, killing five (including two on ground).",https://en.wikipedia.org/wiki/TACA_Flight_390
1274,,June 10,Sudan Airways Flight 109,"Sudan Airways Flight 109, an Airbus A310, overruns the runway at Khartoum International Airport and breaks apart due to a long flaring distance. Of the 214 people on board, 30 are killed.",https://en.wikipedia.org/wiki/Sudan_Airways_Flight_109
